address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"25700 W. 7 Mile Rd. Redford, MI 48240",42.428244,-83.295799,1,range_interpolation,25700,"W 7 Mile Rd",,,Redford,MI,"Wayne County",48240,US,"TIGER/Line® dataset from the US Census Bureau"
"67181 S Main St. Richmond, MI 48062",42.79655,-82.7364,0.86,nearest_rooftop_match,67199,"S Main St",,,Richmond,MI,"Macomb County",48062,US,Semcog
"2887 S Rochester Rd Rochester Hills, MI 48307",42.638246,-83.129825,1,rooftop,2887,"S Rochester Rd",,,"Rochester Hills",MI,"Oakland County",48307,US,Oakland
"2011 S. Rochester Rd Rochester Hills, MI 48307",42.651104,-83.131125,1,rooftop,2011,"S Rochester Rd",,,"Rochester Hills",MI,"Oakland County",48307,US,Oakland
"981 E. Auburn Rd. Rochester Hills, MI 48307",42.637558,-83.113586,1,rooftop,981,"E Auburn Rd",,,"Rochester Hills",MI,"Oakland County",48307,US,Oakland
"3010 Walton Blvd. Rochester Hills, MI 48309",42.68122,-83.194883,1,rooftop,3010,"Walton Blvd",,,"Rochester Hills",MI,"Oakland County",48309,US,Oakland
"295 S. Livernois Rochester Hills, MI 48307",42.678526,-83.151473,1,rooftop,295,"S Livernois Rd",,,"Rochester Hills",MI,"Oakland County",48307,US,Semcog
"71220 Van Dyke Romeo, MI 48065",42.81676,-83.018226,1,rooftop,71220,"Van Dyke",,,Romeo,MI,"Macomb County",48065,US,Semcog
"36567 Goddard Rd. Romulus, MI 48174",42.2218,-83.396813,1,range_interpolation,36567,"Goddard Rd",,,Romulus,MI,"Wayne County",48174,US,"TIGER/Line® dataset from the US Census Bureau"
"28774 Gratiot Roseville, MI 48066",42.508315,-82.928447,1,rooftop,28774,"Gratiot Ave",,,Roseville,MI,"Macomb County",48066,US,Macomb
"30900 Woodward Royal Oak, MI 48073",42.517451,-83.184727,1,rooftop,30900,"Woodward Ave",,,"Royal Oak",MI,"Oakland County",48073,US,Oakland
"525 East 4th Street Royal Oak, MI 48067",42.487801,-83.139075,1,rooftop,525,"E 4th St",,,"Royal Oak",MI,"Oakland County",48067,US,Oakland
"209 E. 12 Mile Rd. Royal Oak, MI 48073",42.504764,-83.142315,1,rooftop,209,"E 12 Mile Rd",,,"Royal Oak",MI,"Oakland County",48073,US,Oakland
"2772 Tittabawassee Rd Saginaw, MI 48604",43.480158,-83.971187,1,range_interpolation,2772,"Tittabawassee Rd",,,Saginaw,MI,"Saginaw County",48604,US,"TIGER/Line® dataset from the US Census Bureau"
"1545 Fred Moore Hwy. Saint Clair, MI 48079",42.816514,-82.504961,1,rooftop,1545,"Fred W Moore Hwy",,,"Saint Clair",MI,"St. Clair County",48079,US,Semcog
"27700 Harper Saint Clair Shores, MI 48081",42.496394,-82.896808,1,rooftop,27700,"Harper Ave",,,"Saint Clair Shores",MI,"Macomb County",48081,US,Semcog
"24001 Harper Saint Clair Shores, MI 48080",42.471976,-82.90623,1,rooftop,24001,"Harper Ave",,,"Saint Clair Shores",MI,"Macomb County",48080,US,Macomb
"31240 Harper Saint Clair Shores, MI 48082",42.52532,-82.895962,1,rooftop,31240,"Harper Ave",,,"Saint Clair Shores",MI,"Macomb County",48082,US,Macomb
"22515 Greater Mack Ave Saint Clair Shores, MI 48080",42.459826,-82.901256,1,rooftop,22515,"Greater Mack Ave",,,"Saint Clair Shores",MI,"Macomb County",48080,US,Macomb
"2506 Niles Avenue Saint Joseph, MI 49085",42.090412,-86.485199,1,range_interpolation,2506,"Niles Ave",,,"Saint Joseph",MI,"Berrien County",49085,US,"TIGER/Line® dataset from the US Census Bureau"
"413 East Michigan Saline, MI 48176",42.171215,-83.772721,0.8,rooftop,413,"Michigan Ave",,,Saline,MI,"Washtenaw County",48176,US,Semcog
"13221 Hall Rd Shelby Township, MI 48315",42.628132,-82.997193,1,rooftop,13221,"Hall Rd",,,Utica,MI,"Macomb County",48315,US,Semcog
"8200 26 Mile Rd Shelby Township, MI 48316",42.711132,-83.030872,1,rooftop,8200,"26 Mile Rd",,,"Shelby Township",MI,"Macomb County",48316,US,Semcog
"2115 Twenty Five Mile Rd. Shelby Township, MI 48316",42.688531,-83.05483,0.22,place,,,,,Utica,MI,"Macomb County",48316,US,"TIGER/Line® dataset from the US Census Bureau"
"46960 Van Dyke Ave. Shelby Township, MI 48317",42.640018,-83.032348,1,rooftop,46960,"Van Dyke Ave",,,"Shelby Township",MI,"Macomb County",48317,US,Macomb
"50840 Shelby Rd. Shelby Township, MI 48317",42.66768,-83.06252,1,rooftop,50840,"Shelby Rd",,,"Shelby Township",MI,"Macomb County",48317,US,Macomb
"15121 24 Mile Rd. Shelby Township, MI 48315",42.686679,-82.976385,1,rooftop,15121,"24 Mile Rd",,,"Shelby Township",MI,"Macomb County",48315,US,Macomb
"13500 22 Mile Rd. Shelby Township, MI 48315",42.655038,-82.994944,1,rooftop,13500,"22 Mile Rd",,,"Shelby Township",MI,"Macomb County",48315,US,Macomb
"53069 Van Dyke Shelby Township, MI 48316",42.68453,-83.035133,1,rooftop,53069,"Van Dyke Ave",,,"Shelby Township",MI,"Macomb County",48316,US,Macomb
"30333 Southfield Rd Southfield, MI 48076",42.513198,-83.225262,1,rooftop,30333,"Southfield Rd",,,Southfield,MI,"Oakland County",48076,US,Oakland
"30920 Southfield Rd. Southfield, MI 48076",42.516681,-83.2225,1,rooftop,30920,"Southfield Rd",,,Southfield,MI,"Oakland County",48076,US,Oakland
"21911 West Eleven Mile Rd. Southfield, MI 48076",42.498117,-83.205798,0.33,place,,,,,Southfield,MI,"Oakland County",48076,US,"TIGER/Line® dataset from the US Census Bureau"
"18130 West 10 Mile Rd. Southfield, MI 48075",42.473884,-83.222022,1,rooftop,18130,"W 10 Mile Rd",,,Southfield,MI,"Oakland County",48075,US,Oakland
"19993 W. 12 Mile Rd. Southfield, MI 48076",42.501547,-83.240508,1,rooftop,19993,"W 12 Mile Rd",,,Southfield,MI,"Oakland County",48076,US,Oakland
"26026 W. 12 Mile Rd. Southfield, MI 48034",42.501178,-83.303144,1,rooftop,26026,"W 12 Mile Rd",,,Southfield,MI,"Oakland County",48034,US,Oakland
"23881 Greenfield Rd. Southfield, MI 48075",42.464994,-83.202675,1,rooftop,23881,"Greenfield Rd",,,Southfield,MI,"Oakland County",48075,US,Oakland
"11125 Allen Road Southgate, MI 48195",42.226353,-83.228426,1,rooftop,11125,"Allen Rd",,,Southgate,MI,"Wayne County",48195,US,Semcog
"15300 Eureka Rd. Southgate, MI 48195",42.198858,-83.209244,1,range_interpolation,15300,"Eureka Rd",,,Southgate,MI,"Wayne County",48195,US,"TIGER/Line® dataset from the US Census Bureau"
"13545 Eureka Road Southgate, MI 48195",42.199175,-83.189253,1,range_interpolation,13545,"Eureka Rd",,,Southgate,MI,"Wayne County",48195,US,"TIGER/Line® dataset from the US Census Bureau"
"57090 Ten Mile Road South Lyon, MI 48178",42.462478,-83.613152,1,rooftop,57090,"10 Mile Rd",,,"South Lyon",MI,"Oakland County",48178,US,Oakland
"22421 Pontiac Trail South Lyon, MI 48178",42.446662,-83.650855,1,rooftop,22421,"Pontiac Trl",,,"South Lyon",MI,"Oakland County",48178,US,Oakland
"61019 Silver Lake Rd. South Lyon, MI 48178",42.503519,-83.654881,1,rooftop,61019,"Silver Lake Rd",,,"South Lyon",MI,"Oakland County",48178,US,Oakland
"2310 Metropolitan Pkwy Sterling Heights, MI 48310",42.56151,-83.084717,1,rooftop,2310,"Metropolitan Pkwy",,,"Sterling Heights",MI,"Macomb County",48310,US,Semcog
"3678 15 Mile Rd Sterling Heights, MI 48310",42.550084,-83.070442,1,rooftop,3678,"15 Mile Rd",,,"Sterling Heights",MI,"Macomb County",48310,US,Semcog
"15142 Hall Rd., Sterling Heights, MI 48313",42.626539,-82.974178,1,rooftop,15142,"Hall Rd",,,"Sterling Heights",MI,"Macomb County",48313,US,Semcog
"13475 Fifteen Mile Rd. Sterling Heights, MI 48312",42.566338,-83.028532,0.33,place,,,,,"Sterling Heights",MI,"Macomb County",48312,US,"TIGER/Line® dataset from the US Census Bureau"
"4025 18 Mile Rd. Sterling Heights, MI 48314",42.594264,-83.070105,1,rooftop,4025,"18 Mile Rd",,,"Sterling Heights",MI,"Macomb County",48314,US,Semcog
"43611 Schoenherr Rd. Sterling Heights, MI 48313",42.615959,-82.993401,1,rooftop,43611,"Schoenherr Rd",,,"Sterling Heights",MI,"Macomb County",48313,US,Semcog
"2387 Orchard Lake Road Sylvan Lake, MI 48320",42.610075,-83.331065,1,range_interpolation,2387,"Orchard Lake Rd",,,"Sylvan Lake",MI,"Oakland County",48320,US,"TIGER/Line® dataset from the US Census Bureau"
"14099 Pardee Rd Taylor, MI 48180",42.205056,-83.255805,1,range_interpolation,14099,"Pardee Rd",,,Taylor,MI,"Wayne County",48180,US,"TIGER/Line® dataset from the US Census Bureau"
"22000 Ecorse Rd. Taylor, MI 48180",42.255904,-83.250115,1,range_interpolation,22000,"Ecorse Rd",,,Taylor,MI,"Wayne County",48180,US,"TIGER/Line® dataset from the US Census Bureau"
"26101 Eureka Rd. Taylor, MI 48180",42.197076,-83.290905,1,range_interpolation,26101,"Eureka Rd",,,Taylor,MI,"Wayne County",48180,US,"TIGER/Line® dataset from the US Census Bureau"
"22300 Goddard Taylor, MI 48180",42.227677,-83.253345,1,rooftop,22300,Goddard,,,Taylor,MI,"Wayne County",48180,US,Semcog
"807 West Chicago Blvd. Tecumseh, MI 49286",42.00597,-83.958837,1,rooftop,807,"W Chicago Blvd",,,Tecumseh,MI,"Lenawee County",49286,US,"City of Tecumseh"
"3130 S Airport Rd W Traverse City, MI 49684",44.725527,-85.636077,0.95,range_interpolation,3130,"S Airport Rd W",,,"Traverse City",MI,"Grand Traverse County",49684,US,"TIGER/Line® dataset from the US Census Bureau"
"626 West Front St. Traverse City, MI 49684",44.764316,-85.634207,1,rooftop,626,"W Front St",,,"Traverse City",MI,"Grand Traverse County",49684,US,"Grand Traverse"
"1625 King Rd. Trenton, MI 48183",42.155386,-83.189498,1,rooftop,1625,"King Rd",,,Trenton,MI,"Wayne County",48183,US,Wayne
"3575 West Road Trenton, MI 48183",42.140411,-83.211208,1,rooftop,3575,"West Rd",,,Trenton,MI,"Wayne County",48183,US,Wayne
"1301 Coolidge Hwy Troy, MI 48084",42.545005,-83.188817,1,rooftop,1301,"Coolidge Hwy",,,Troy,MI,"Oakland County",48084,US,Oakland
"125 East Long Lake Rd. Troy, MI 48085",42.592759,-83.147572,1,rooftop,125,"E Long Lake Rd",,,Troy,MI,"Oakland County",48085,US,Oakland
"1980 E. Big Beaver Road Troy, MI 48083",42.56289,-83.108956,1,rooftop,1980,"E Big Beaver Rd",,,Troy,MI,"Oakland County",48083,US,Oakland
"2045 W South Blvd., West Troy, MI 48098",42.621046,-83.172068,1,rooftop,2045,"W South Blvd",,,Troy,MI,"Oakland County",48098,US,Oakland
"4963 John R. Road Troy, MI 48085",42.592032,-83.110092,1,rooftop,4963,"John R Rd",,,Troy,MI,"Oakland County",48085,US,Oakland
"10915 Belleville Road Van Buren Township, MI 48111",42.223062,-83.483923,1,rooftop,10915,"Belleville Rd",,,"Van Buren Twp",MI,"Wayne County",48111,US,Semcog
"3248 Alpine Ave Nw Walker, MI 49544",43.022055,-85.687496,1,rooftop,3248,"Alpine Ave NW",,,"Grand Rapids",MI,"Kent County",49544,US,Kent
"495 Haggerty Hwy Walled Lake, MI 48390",42.534208,-83.440967,1,rooftop,495,"Haggerty Rd",,,"Walled Lake",MI,"Oakland County",48390,US,Oakland
"100 W. Maple Rd. Walled Lake, MI 48390",42.53793,-83.482147,1,rooftop,100,"W West Maple Rd",,,"Walled Lake",MI,"Oakland County",48390,US,Oakland
"28800 Dequindre Rd Warren, MI 48092",42.504035,-83.082573,1,rooftop,28800,"Dequindre Rd",,,Warren,MI,"Macomb County",48092,US,Semcog
"13608 E 9 Mile Rd Warren, MI 48089",42.463388,-82.985419,1,rooftop,13608,"E 9 Mile Rd",,,Warren,MI,"Macomb County",48089,US,Macomb
"25109 Ryan Rd. Warren, MI 48091",42.477469,-83.066,1,rooftop,25109,"Ryan Rd",,,Warren,MI,"Macomb County",48091,US,Macomb
"31111 Schoenherr Rd Warren, MI 48088",42.522568,-82.988884,1,rooftop,31111,"Schoenherr Rd",,,Warren,MI,"Macomb County",48088,US,Semcog
"26081 Hoover Warren, MI 48089",42.485829,-83.008078,1,rooftop,26081,"Hoover Rd",,,Warren,MI,"Macomb County",48089,US,Macomb
"4239 E 12 Mile Rd. Warren, MI 48092",42.506487,-83.065677,1,rooftop,4239,"E 12 Mile Rd",,,Warren,MI,"Macomb County",48092,US,Macomb
"15051 E. Thirteen Mile Rd.. Warren, MI 48088",42.515645,-82.982991,0.27,place,,,,,Warren,MI,"Macomb County",48088,US,"TIGER/Line® dataset from the US Census Bureau"
"7960 Cooley Lake Rd. Waterford, MI 48327",42.615445,-83.441242,1,rooftop,7960,"Cooley Lake Rd",,,Waterford,MI,"Oakland County",48327,US,Oakland
"4995 Highland Rd. Waterford, MI 48328",42.659241,-83.385497,1,rooftop,4995,"Highland Rd",,,Waterford,MI,"Oakland County",48328,US,Semcog
"4300 Dixie Hwy Waterford, MI 48329",42.68144,-83.373992,1,range_interpolation,4300,"Dixie Hwy",,,Waterford,MI,"Oakland County",48329,US,"TIGER/Line® dataset from the US Census Bureau"
"1156 W. Huron Waterford, MI 48328",42.63527,-83.335309,1,rooftop,1156,"W Huron St",,,Waterford,MI,"Oakland County",48328,US,Oakland
"2950 S Newburgh Rd Wayne, MI 48184",42.287062,-83.407017,1,range_interpolation,2950,"S Newburgh Rd",,,Wayne,MI,"Wayne County",48184,US,"TIGER/Line® dataset from the US Census Bureau"
"31450 Van Born Wayne, MI 48184",42.267849,-83.349075,1,rooftop,31450,"Van Born Rd",,,Wayne,MI,"Wayne County",48184,US,Semcog
"4295 Orchard Lake Rd. West Bloomfield, MI 48323",42.574347,-83.362035,1,range_interpolation,4295,"Orchard Lake Rd",,,"West Bloomfield",MI,"Oakland County",48323,US,"TIGER/Line® dataset from the US Census Bureau"
"7498 Haggerty Road West Bloomfield, MI 48322",42.526457,-83.436193,1,rooftop,7498,"Haggerty Rd",,,"West Bloomfield",MI,"Oakland County",48322,US,Oakland
"6070 West Maple Road West Bloomfield, MI 48322",42.543167,-83.37887,1,rooftop,6070,"W Maple Rd",,,"West Bloomfield",MI,"Oakland County",48322,US,Oakland
"35401 Warren Rd Westland, MI 48185",42.339083,-83.384971,1,range_interpolation,35401,"Warren Rd",,,Westland,MI,"Wayne County",48185,US,"TIGER/Line® dataset from the US Census Bureau"
"7291 N. Middlebelt Road Westland, MI 48185",42.34177,-83.331787,1,range_interpolation,7291,"N Middlebelt Rd",,,Westland,MI,"Wayne County",48185,US,"TIGER/Line® dataset from the US Census Bureau"
"31411 Cherry Hill Westland, MI 48186",42.310201,-83.350246,1,rooftop,31411,"Cherry Hl",,,Westland,MI,"Wayne County",48186,US,Semcog
"1750 S. Wayne Rd. Westland, MI 48186",42.295891,-83.38831,1,range_interpolation,1750,"S Wayne Rd",,,Westland,MI,"Wayne County",48186,US,"TIGER/Line® dataset from the US Census Bureau"
"6501 N. Wayne Rd. Westland, MI 48185",42.332596,-83.386399,1,range_interpolation,6501,"N Wayne Rd",,,Westland,MI,"Wayne County",48185,US,"TIGER/Line® dataset from the US Census Bureau"
"7250 N Venoy Rd Westland, MI 48185",42.340127,-83.365552,1,range_interpolation,7250,"N Venoy Rd",,,Westland,MI,"Wayne County",48185,US,"TIGER/Line® dataset from the US Census Bureau"
"31501 Joy Road Westland, MI 48185",42.354079,-83.352879,1,range_interpolation,31501,"Joy Rd",,,Westland,MI,"Wayne County",48185,US,"TIGER/Line® dataset from the US Census Bureau"
"37530 Cherry Hill Rd. Westland, MI 48185",42.309707,-83.408945,1,range_interpolation,37530,"Cherry Hill Rd",,,Westland,MI,"Wayne County",48185,US,"TIGER/Line® dataset from the US Census Bureau"
"10501 Highland Rd. White Lake, MI 48386",42.649476,-83.492364,1,rooftop,10501,"Highland Rd",,,"White Lake",MI,"Oakland County",48386,US,Oakland
"7488 Village Center Dr. Whitmore Lake, MI 48189",42.241502,-83.685162,0.5,street_center,,"Village Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1585 N Wixom Road Wixom, MI 48393",42.545138,-83.537968,1,rooftop,1585,"N Wixom Rd",,,Wixom,MI,"Oakland County",48393,US,Oakland
"23555 Allen Rd Woodhaven, MI 48183",42.137322,-83.224891,1,rooftop,23555,"Allen Rd",,,Woodhaven,MI,"Wayne County",48183,US,Semcog
"2025 Fort Street Wyandotte, MI 48192",42.213056,-83.180275,0.95,rooftop,2025,Ft,,,Wyandotte,MI,"Wayne County",48192,US,Semcog
"131 Elm St. Wyandotte, MI 48192",42.203009,-83.150372,1,range_interpolation,131,"Elm St",,,Wyandotte,MI,"Wayne County",48192,US,"TIGER/Line® dataset from the US Census Bureau"
"5455 Clyde Park Ave Sw Wyoming, MI 49509",42.865006,-85.686019,1,rooftop,5455,"Clyde Park Ave SW",,,Wyoming,MI,"Kent County",49509,US,Kent
"5603 Byron Center Sw Wyoming, MI 49519",42.862355,-85.723959,0.9,rooftop,5603,"Byron Center Ave SW",,,Wyoming,MI,"Kent County",49519,US,Kent
"3601 Clyde Park Sw Wyoming, MI 49509",42.89845,-85.685678,1,rooftop,3601,"Clyde Park Ave SW",,,Wyoming,MI,"Kent County",49509,US,Kent
"2375 28th Street Sw Wyoming, MI 49519",42.914459,-85.724235,1,rooftop,2375,"28th St SW",,,Wyoming,MI,"Kent County",49519,US,Kent
"3749 Carpenter Rd Ypsilanti, MI 48197",42.235759,-83.676674,1,rooftop,3749,"Carpenter Rd",,,Ypsilanti,MI,"Washtenaw County",48197,US,Semcog
"5408 Whittaker Rd. Ypsilanti, MI 48197",42.209245,-83.619612,1,rooftop,5408,"Whittaker Rd",,,Ypsilanti,MI,"Washtenaw County",48197,US,Semcog
"1415 E. Michigan Ave Ypsilanti, MI 48198",42.246145,-83.582207,1,rooftop,1415,"E Michigan Ave",,,Ypsilanti,MI,"Washtenaw County",48198,US,Semcog
"3090 Carpenter Ypsilanti, MI 48197",42.244105,-83.682254,1,rooftop,3090,"Carpenter Rd",,,Ypsilanti,MI,"Washtenaw County",48197,US,Semcog
"2151 Washtenaw Ypsilanti, MI 48197",42.247794,-83.646345,0.87,nearest_rooftop_match,2165,"Washtenaw Rd",,,Ypsilanti,MI,"Washtenaw County",48197,US,Semcog
"25 2nd Street Northeast Aitkin, MN 56431",46.533004,-93.705592,1,rooftop,25,"2nd St NE",,,Aitkin,MN,"Aitkin County",56431,US,Aitkin
"740 Railroad Ave. P.o. Box 550 Albany, MN 56307",45.630277,-94.573715,1,rooftop,740,"Railroad Ave",,550,Albany,MN,"Stearns County",56307,US,Stearns
"4404 Highway 29 S Alexandria, MN 56308",45.850195,-95.390014,1,rooftop,4404,"State Hwy 29 S",,,Alexandria,MN,"Douglas County",56308,US,Douglas
"2000 Bunker Lake Blvd Nw Andover, MN 55304",45.21691,-93.316391,1,rooftop,2000,"Bunker Lake Blvd NW",,,Andover,MN,"Anoka County",55304,US,Anoka
"3633 Bunker Lake Blvd., Nw Andover, MN 55304",45.220263,-93.358175,1,rooftop,3633,"Bunker Lake Blvd NW",,,Andover,MN,"Anoka County",55304,US,Anoka
"657 E. Main St Anoka, MN 55303",45.198199,-93.379294,1,rooftop,657,"E Main St",,,Anoka,MN,"Anoka County",55303,US,Anoka
"15150 Cedar Ave Apple Valley, MN 55124",44.729722,-93.214342,1,rooftop,15150,"Cedar Ave",,,"Saint Paul",MN,"Dakota County",55124,US,Dakota
"15560 Pilot Knob Rd Apple Valley, MN 55124",44.723451,-93.174607,1,rooftop,15560,"Pilot Knob Rd",,,"Saint Paul",MN,"Dakota County",55124,US,Dakota
"15115 Dove Trail Apple Valley, MN 55124",44.730886,-93.157986,1,rooftop,15115,"Dove Trl",,,"Saint Paul",MN,"Dakota County",55124,US,Dakota
"15051 Galaxie Ave. Apple Valley, MN 55124",44.7311,-93.208087,1,rooftop,15051,"Galaxie Ave",,,"Saint Paul",MN,"Dakota County",55124,US,Dakota
"14546 Dellwood Dr Baxter, MN 56425",46.362644,-94.243504,1,rooftop,14546,"Dellwood Dr",,,Baxter,MN,"Crow Wing County",56425,US,"Crow Wing"
"2312 Bemidji Ave. N Bemidji, MN 56601",47.491399,-94.879564,1,rooftop,2312,"Bemidji Ave N",,,Bemidji,MN,"Beltrami County",56601,US,Beltrami
"2100 Paul Bunyan Dr Nw Bemidji, MN 56601",47.493558,-94.910207,1,rooftop,2100,"Paul Bunyan Dr NW",,,Bemidji,MN,"Beltrami County",56601,US,Beltrami
"1500 109th Ave Ne Blaine, MN 55449",45.165054,-93.232827,1,rooftop,1500,"109th Ave NE",,,Minneapolis,MN,"Anoka County",55449,US,Anoka
"2357 108th Lane Ne Blaine, MN 55449",45.167091,-93.211521,1,rooftop,2357,"108th Ln NE",,,Minneapolis,MN,"Anoka County",55449,US,Anoka
"2555 W 79th St Bloomington, MN 55431",44.86019,-93.311322,1,rooftop,2555,"79th St W",,,Minneapolis,MN,"Hennepin County",55431,US,Hennepin
"8936 Lyndale Ave. Bloomington, MN 55420",44.84126,-93.289224,0.9,rooftop,8936,"Lyndale Ave S",,,Minneapolis,MN,"Hennepin County",55420,US,Hennepin
"5801 Brooklyn Blvd. Brooklyn Center, MN 55429",45.060725,-93.325709,1,rooftop,5801,"Brooklyn Blvd",,,Minneapolis,MN,"Hennepin County",55429,US,Hennepin
"4400 Oak Grove Parkway Brooklyn Park, MN 55443",45.131207,-93.336743,1,rooftop,4400,"Oak Grove Pkwy N",,,Minneapolis,MN,"Hennepin County",55443,US,Hennepin
"7535 W Broadway Ave Brooklyn Park, MN 55428",45.091018,-93.376808,1,range_interpolation,7535,"W Broadway Ave",,,Minneapolis,MN,"Hennepin County",55428,US,"TIGER/Line® dataset from the US Census Bureau"
"1300 State Highway 55 Ne Buffalo, MN 55313",45.164745,-93.855145,1,rooftop,1300,"Highway 55 E",,,Buffalo,MN,"Wright County",55313,US,"City of Buffalo G"
"810 County Rd 42 W Burnsville, MN 55337",44.748882,-93.289551,1,rooftop,810,"County Rd 42 W",,,Burnsville,MN,"Dakota County",55337,US,Dakota
"12751 Nicollet Ave. Burnsville, MN 55337",44.772425,-93.27758,1,range_interpolation,12751,"Nicollet Ave",,,Burnsville,MN,"Dakota County",55337,US,"TIGER/Line® dataset from the US Census Bureau"
"215 Balsam St N Cambridge, MN 55008",45.574203,-93.200523,1,rooftop,215,"Balsam St N",,,Cambridge,MN,"Isanti County",55008,US,Isanti
"11990 Business Park Blvd N Champlin, MN 55316",45.172666,-93.388419,1,rooftop,11990,"Business Park Blvd N",,,Champlin,MN,"Hennepin County",55316,US,Hennepin
"851 W 78th St Chanhassen, MN 55317",44.862885,-93.546281,1,range_interpolation,851,"W 78th St",,,Chanhassen,MN,"Carver County",55317,US,"TIGER/Line® dataset from the US Census Bureau"
"7765 Galpin Blvd. Chanhassen, MN 55317",44.863573,-93.578462,0.95,rooftop,7765,Galpin,,,Chanhassen,MN,"Carver County",55317,US,Carver
"111 Pioneer Trl Chaska, MN 55318",44.826571,-93.525488,0.9,range_interpolation,111,"Pioneer Trl",,,Chaska,MN,"Carver County",55318,US,"TIGER/Line® dataset from the US Census Bureau"
